Reef,Zone,Latitude,Longitude,median_ubed90,per_suitable,PAR8_median,temp_median
MORRIS ISLAND REEF,Back,-13.48407652,143.7276596,0.002518831,0.397368421,6.424878597,27.10335064
MORRIS ISLAND REEF,Flank1,-13.46880552,143.743888,0.025412288,0.504473684,8.646253586,27.06412792
MORRIS ISLAND REEF,Flank2,-13.50279309,143.7203744,0.02209316,0.583448276,0.131624743,27.10320187
MORRIS ISLAND REEF,Front,-13.49183998,143.746045,0.075731561,0.625813953,0.06295966,27.16415882
MOSS REEF,Back,-17.94531251,146.7957297,0.335424989,0.886428571,10.79068851,26.94102097
MOSS REEF,Flank1,-17.92446155,146.7970439,0.618749991,1,16.73948002,27.00586796
MOSS REEF,Flank2,-17.96427717,146.7964698,0.579191089,0.997272727,14.53208494,26.94736004
MOSS REEF,Front,-17.94422287,146.8015016,0.75544554,1,10.79068851,26.95862389
MYRMIDON REEF,Back,-18.27114593,147.3806543,0.262773976,0.574098361,14.00247097,26.91025162
MYRMIDON REEF,Flank1,-18.25636767,147.3856738,0.410804555,0.99030303,15.04899597,26.84014225
MYRMIDON REEF,Flank2,-18.27680571,147.3886459,0.579104364,1,15.3073988,26.94792175
MYRMIDON REEF,Front,-18.26065232,147.3985092,0.624468774,1,16.95405388,26.95651436
NO NAME REEF,Back,-14.64462527,145.6465144,NA,0.255979381,10.76747322,26.82184696
NO NAME REEF,Flank1,-14.63337439,145.6380737,NA,0.9225,10.78872299,26.85133648
NO NAME REEF,Flank2,-14.65645582,145.6500865,0.305773146,0.869354839,8.119785309,26.83563328
NO NAME REEF,Front,-14.63653869,145.654233,NA,0.999268293,10.41290998,26.89805508
Noggin Reef,Back,NA,NA,NA,NA,13.67172718,NA
Noggin Reef,Flank1,NA,NA,NA,NA,15.76165009,NA
Noggin Reef,Flank2,NA,NA,NA,NA,14.84536266,NA
Noggin Reef,Front,NA,NA,NA,NA,2.365208626,NA
NOGGIN REEF,Back,-17.13085009,146.4677393,0.413728029,0.68,NA,26.9120903
NOGGIN REEF,Flank1,-17.11234003,146.4781527,0.503446132,0.92,NA,26.96399498
NOGGIN REEF,Flank2,-17.15204685,146.4650128,0.530439377,1,NA,27.02872562
NOGGIN REEF,Front,-17.13238327,146.4785055,0.482059032,0.8,NA,26.99837208
NORMAN REEF,Back,-16.42496855,145.9923109,0.29887332,0.922972973,12.31625509,26.9859724
NORMAN REEF,Flank1,-16.41910706,146.0032809,0.691982299,1,13.8085928,27.00507641
NORMAN REEF,Flank2,-16.43590657,145.9942986,0.58848083,0.996363636,11.20774126,26.99462318
NORMAN REEF,Front,-16.42891558,146.0034444,0.789578527,1,13.47611427,27.00972748
Normanby-Mabel Reef,Back,NA,NA,NA,NA,13.63505363,NA
Normanby-Mabel Reef,Flank1,NA,NA,NA,NA,13.63505363,NA
Normanby-Mabel Reef,Flank2,NA,NA,NA,NA,12.98641491,NA
Normanby-Mabel Reef,Front,NA,NA,NA,NA,12.98641491,NA
NORMANBY-MABEL REEF,Back,-17.20466135,146.0758147,0.448503017,NA,NA,26.69173717
NORMANBY-MABEL REEF,Flank1,-17.20778355,146.0787646,0.36206761,NA,NA,26.69173717
NORMANBY-MABEL REEF,Flank2,-17.21107565,146.0771331,0.422022164,NA,NA,26.69173717
NORMANBY-MABEL REEF,Front,-17.21372895,146.0809094,0.396772116,NA,NA,26.68608856
NORTH DIRECTION REEF,Back,-14.74381386,145.5061639,0.154642452,0.871111111,15.43417454,26.88402939
NORTH DIRECTION REEF,Flank1,-14.74196965,145.5105287,0.138864115,0.985294118,17.42454529,26.89343452
NORTH DIRECTION REEF,Flank2,-14.74856219,145.5110757,0.213911816,1,17.42454529,26.89055634
NORTH DIRECTION REEF,Front,-14.74723832,145.5160666,0.252190571,0.951111111,17.42454529,26.90440369
NORTH REEF (NORTH),Back,-23.18592839,151.8954427,0.412063628,0.783846154,8.684994698,24.72153759
NORTH REEF (NORTH),Flank1,-23.17919931,151.9003406,0.380383201,0.819,5.746879816,24.71642494
NORTH REEF (NORTH),Flank2,-23.19053328,151.9051395,0.493274778,1,10.3961916,24.71082306
NORTH REEF (NORTH),Front,-23.1827363,151.9157438,0.772912651,1,3.629552722,24.70053577
ONE TREE REEF,Back,-23.49914125,152.0423001,0.296892092,0.73516129,5.303916931,24.46265507
ONE TREE REEF,Flank1,-23.48572908,152.0670533,0.395254023,0.851636364,5.261214972,24.36082077
ONE TREE REEF,Flank2,-23.51020826,152.0694057,0.510786951,0.996875,0.003230704,24.44218636
ONE TREE REEF,Front,-23.49420049,152.0940136,0.67309764,0.998571429,10.61938906,NA
OPAL (2),Back,-16.22290736,145.8899604,0.235952731,0.342839506,8.373088837,26.96562099
OPAL (2),Flank1,-16.2039103,145.9039923,0.525706112,0.905652174,13.2831049,26.98925591
OPAL (2),Flank2,-16.24170212,145.8748558,0.411484897,0.720232558,9.65277195,26.95687485
OPAL (2),Front,-16.22789253,145.9026798,0.719223082,0.9992,6.280788183,27.00907135
OSBORNE REEF,Back,-13.03493963,143.6237843,0.136863202,0.614210526,10.23205757,27.10801697
OSBORNE REEF,Flank1,-13.03232877,143.6372184,0.136396855,0.650625,1.777920902,27.13340282
OSBORNE REEF,Flank2,-13.04715532,143.617136,0.046056298,0.621071429,0.825949371,27.13255596
OSBORNE REEF,Front,-13.04705479,143.6316436,0.165709034,0.7858,0.174769774,27.10878563
OSYTER REEF,Back,-16.64707379,145.9337538,0.122548554,0.27,NA,NA
OSYTER REEF,Flank1,-16.63022438,145.9247589,0.193533957,0.21,NA,NA
OSYTER REEF,Flank2,-16.64296862,145.9475252,0.36798349,0.61,NA,NA
OSYTER REEF,Front,-16.62640797,145.9401669,0.308302954,0.36,NA,NA
Oyster Reef,Back,NA,NA,NA,NA,12.47915173,NA
Oyster Reef,Flank1,NA,NA,NA,NA,9.529316902,NA
Oyster Reef,Flank2,NA,NA,NA,NA,12.02964306,NA
Oyster Reef,Front,NA,NA,NA,NA,13.7865572,NA
OYSTER REEF,Back,NA,NA,NA,NA,NA,27.0718441
OYSTER REEF,Flank1,NA,NA,NA,NA,NA,26.78696346
OYSTER REEF,Flank2,NA,NA,NA,NA,NA,27.0069809
OYSTER REEF,Front,NA,NA,NA,NA,NA,27.0718441
PEARSON REEF,Back,-11.5636473,143.7101706,0.177639309,0.902758621,9.042370796,27.16169548
PEARSON REEF,Flank1,-11.56239429,143.7238883,0.350348487,0.983888889,11.90312338,27.18189144
PEARSON REEF,Flank2,-11.57199541,143.7099614,0.231191531,0.9965,9.042370796,27.16169548
PEARSON REEF,Front,-11.57051174,143.7247245,0.486233979,0.996842105,11.90312338,27.18189144
PEART REEF,Back,-17.48103448,146.4017141,0.340880468,0.107777778,7.52393198,27.01717377
PEART REEF,Flank1,-17.46758685,146.4034595,0.583443612,0.938461538,14.18739033,26.96011543
PEART REEF,Flank2,-17.49615847,146.3975397,0.285149157,0.379375,11.11996078,26.87852097
PEART REEF,Front,-17.49110091,146.408555,0.466407523,0.862285714,10.70839882,26.89809895
PENRITH REEF,Back,-21.01847215,149.8899653,0.433205843,NA,8.694937706,27.0718441
PENRITH REEF,Flank1,-21.00251213,149.8949808,0.377913594,NA,9.230995178,25.95348454
PENRITH REEF,Flank2,-21.0284153,149.9077286,0.630024314,NA,10.89995384,25.93975258
PENRITH REEF,Front,-21.01346582,149.9113184,0.560645759,NA,10.14236498,25.9211216
PICKERSGILL REEF,Back,-15.87373087,145.5626337,0.324305266,0.720873016,7.317898273,27.0718441
PICKERSGILL REEF,Flank1,-15.86187836,145.5802572,0.473309532,0.858888889,8.589295387,26.8799839
PICKERSGILL REEF,Flank2,-15.88800808,145.5890323,0.423975095,0.863934426,11.74457932,26.91529846
PICKERSGILL REEF,Front,-15.87758797,145.6021168,0.433601782,0.963181818,2.754175663,26.99507141
POMPEY REEF (NO 1),Back,-20.9271844,150.5458842,0.266865864,0.280909091,8.92525053,25.91656494
POMPEY REEF (NO 1),Flank1,-20.92331979,150.5605766,0.490218066,0.6,10.99903011,25.54051781
POMPEY REEF (NO 1),Flank2,-20.93877324,150.5375666,0.244009636,0.699583333,9.913017273,25.95809364
POMPEY REEF (NO 1),Front,-20.93679652,150.5560192,0.411854491,0.948717949,10.95440769,25.59917545
POMPEY REEF (NO 2),Back,-20.98046494,150.5255834,0.240852781,0.392888889,6.873113155,25.97196388
POMPEY REEF (NO 2),Flank1,-20.98032806,150.5402943,0.425484449,0.863,9.754935265,25.9852562
POMPEY REEF (NO 2),Flank2,-20.99099184,150.5155649,0.220468037,0.642,9.101643562,25.96904945
POMPEY REEF (NO 2),Front,-20.99452211,150.5312565,0.370598301,0.899354839,11.32331944,25.98269463
POTTER REEF (NO 1),Back,-17.69234949,146.5487911,NA,0.100794702,13.71668625,26.8737402
POTTER REEF (NO 1),Flank1,-17.66505207,146.5607355,0.582310319,0.964444444,15.57872105,26.97979546
POTTER REEF (NO 1),Flank2,-17.71664885,146.5285344,NA,0.5495,12.51836681,26.86888409
POTTER REEF (NO 1),Front,-17.69714135,146.5575459,NA,0.992962963,12.73033524,26.8737402
QUOIN REEF(12027),Back,-12.40292516,143.4871354,0.114031356,0.7,15.69688559,27.29823399
QUOIN REEF(12027),Flank1,-12.40215758,143.4883698,0.236393493,0.613333333,15.69688559,27.29823399
QUOIN REEF(12027),Flank2,-12.40519485,143.4876177,0.125698259,0.582857143,15.69688559,27.30691624
QUOIN REEF(12027),Front,-12.4046807,143.4898924,0.23815915,0.7025,14.53049707,27.30691624
RACHEL CARSON REEF,Back,-15.82847801,145.8155206,0.353725344,0.922195122,11.55570507,26.93192863
RACHEL CARSON REEF,Flank1,-15.81218093,145.8187208,0.5936158,0.997142857,17.6967907,26.9963274
RACHEL CARSON REEF,Flank2,-15.8407983,145.8213514,0.678931117,0.98125,14.68997383,26.96150589
RACHEL CARSON REEF,Front,-15.82630049,145.826595,0.93610926,1,13.1659317,26.9973278
REBE REEF,Back,-19.80108502,150.1439024,0.263275295,0.664,13.03174162,25.79547405
REBE REEF,Flank1,-19.79272372,150.1526123,0.34848243,0.822941176,5.349460363,25.78831196
REBE REEF,Flank2,-19.81154669,150.1453351,0.366228148,0.941666667,2.280915976,25.8042717
REBE REEF,Front,-19.80325539,150.1598332,0.677389264,1,0.935137033,25.78588581
RIB REEF,Back,-18.47965043,146.871284,0.358713314,0.399305556,11.23801327,26.80309391
RIB REEF,Flank1,-18.47514748,146.8759362,0.315850005,0.790571429,11.23967075,26.80309391
RIB REEF,Flank2,-18.48822301,146.8690105,0.301403716,0.868275862,10.84217405,26.80319786
RIB REEF,Front,-18.48698602,146.8806916,0.455762774,1,12.54255199,26.77790737
RIBBON NO 1 REEF,Back,-15.60611158,145.8010852,0.172391698,0.735384615,14.63978958,26.96069717
RIBBON NO 1 REEF,Flank1,-15.59575718,145.8032418,0.279745787,0.96,13.64738464,26.98326206
RIBBON NO 1 REEF,Flank2,-15.61741699,145.8052459,0.328017384,0.852307692,15.55630112,26.94309521
RIBBON NO 1 REEF,Front,-15.60632113,145.8098446,0.490121625,1,12.18968201,26.99325275
RIBBON NO 3 REEF,Back,-15.48854917,145.8048929,0.204251815,0.180864198,9.980787277,26.88380432
RIBBON NO 3 REEF,Flank1,-15.46681172,145.8063999,0.260193892,0.763333333,13.3407588,26.87643433
RIBBON NO 3 REEF,Flank2,-15.51138558,145.7976237,0.222781211,0.908125,14.16923809,26.9312458
RIBBON NO 3 REEF,Front,-15.49011734,145.8130534,0.589560285,0.99979798,11.57702732,26.88380432
RIBBON NO 6 REEF,Back,-15.2808175,145.7509965,0.150528327,0.378305085,11.80067682,26.88834858
RIBBON NO 6 REEF,Flank1,-15.258576,145.7476711,0.315771908,0.97625,15.4175806,26.92572212
RIBBON NO 6 REEF,Flank2,-15.29772338,145.7588158,0.527637243,0.988695652,13.05657482,26.9058876
RIBBON NO 6 REEF,Front,-15.27380263,145.7588926,0.774114057,0.999019608,11.80067682,26.88239861
RIBBON NO 9 REEF,Back,-14.98956876,145.7081976,0.153145745,0.054528302,11.78934574,26.84845638
RIBBON NO 9 REEF,Flank1,-14.96497701,145.7028549,0.15838116,0.59,11.05999756,26.84620857
RIBBON NO 9 REEF,Flank2,-15.01416655,145.6994868,0.17336645,0.57375,11.42869568,26.86240578
RIBBON NO 9 REEF,Front,-14.98881651,145.7139658,0.678263664,0.999478261,10.80012417,26.86683941
RODDA REEF,Back,-13.92392055,144.3455726,0.059328666,0.869705882,0.059442002,26.96085358
RODDA REEF,Flank1,-13.91360489,144.3547601,0.128156848,0.3725,0.141428284,26.89441776
RODDA REEF,Flank2,-13.93010773,144.3613394,0.085550945,0.913571429,11.03221607,26.99507141
RODDA REEF,Front,-13.91843136,144.367408,0.276616573,0.827317073,0.25232172,27.01573277
Rosser Reef,Back,NA,NA,NA,NA,6.234911919,NA
Rosser Reef,Flank1,NA,NA,NA,NA,0.188749701,NA
Rosser Reef,Flank2,NA,NA,NA,NA,0.173580617,NA
Rosser Reef,Front,NA,NA,NA,NA,11.93393421,NA
ROSSER REEF,Back,-15.59425162,145.5078549,0.302230328,0.49,NA,26.87281513
ROSSER REEF,Flank1,-15.61023394,145.5312121,0.18359372,0.44,NA,26.90159321
ROSSER REEF,Flank2,-15.61161095,145.5108191,0.249499165,0.43,NA,26.8860569
ROSSER REEF,Front,-15.62713464,145.5408937,0.301145598,0.88,NA,26.98710823
ROXBURGH REEF,Back,-18.43542185,147.0546621,0.227335848,0.71,14.48396206,26.67879391
ROXBURGH REEF,Flank1,-18.43148115,147.0596627,0.702288568,1,14.48396206,26.68410873
ROXBURGH REEF,Flank2,-18.44401632,147.0550184,0.4627937,0.997,15.81919003,26.6857357
ROXBURGH REEF,Front,-18.43852719,147.0598786,0.638662785,0.992857143,15.81919003,26.67879391
Rudder Reef,Back,NA,NA,NA,NA,12.95505667,NA
Rudder Reef,Flank1,NA,NA,NA,NA,12.99545574,NA
Rudder Reef,Flank2,NA,NA,NA,NA,8.697435379,NA
Rudder Reef,Front,NA,NA,NA,NA,12.99428368,NA
RUDDER REEF,Back,-16.17571371,145.7301705,0.306178987,0.56,NA,26.98207569
RUDDER REEF,Flank1,-16.17546725,145.7446797,0.458225086,0.93,NA,27.02182293
RUDDER REEF,Flank2,-16.18280494,145.7371948,0.400772959,0.78,NA,26.97481346
RUDDER REEF,Front,-16.18014645,145.7556785,0.527332217,1,NA,27.03093433
SAND BANK NO 1 REEF,Back,-14.19190339,144.8936301,0.392461002,0.984848485,2.421855688,26.77411079
SAND BANK NO 1 REEF,Flank1,-14.19987862,144.9045781,0.189944424,0.811666667,3.537919044,26.70244408
SAND BANK NO 1 REEF,Flank2,-14.19795975,144.8796938,0.087930432,0.847142857,8.863099098,26.69640064
SAND BANK NO 1 REEF,Front,-14.20709954,144.891351,0.1789538,0.458333333,0.18721512,26.70912075
SAND BANK NO 8 REEF,Back,-13.36451438,143.9537742,0.055390747,0.769375,10.03862572,27.01342773
SAND BANK NO 8 REEF,Flank1,-13.36179239,143.9634227,0.28108792,0.942142857,8.739566326,27.04691219
SAND BANK NO 8 REEF,Flank2,-13.37197135,143.9610116,0.15063931,0.828571429,11.36211395,27.01342773
SAND BANK NO 8 REEF,Front,-13.36782884,143.97071,0.344009668,0.848823529,15.34647942,27.04691219
SAVILLE-KENT REEF,Back,-18.85803557,147.898191,0.22417862,0.534189189,13.74865055,26.69291496
SAVILLE-KENT REEF,Flank1,-18.84216925,147.8936445,0.319837242,0.915384615,15.63086271,26.55364895
SAVILLE-KENT REEF,Flank2,-18.87316833,147.8932163,0.192874715,0.87952381,15.43895721,26.58844662
SAVILLE-KENT REEF,Front,-18.85713583,147.9033584,0.492355391,0.995645161,13.74865055,26.69291496
SAXON REEF,Back,-16.46436009,145.9814623,0.294924833,0.862777778,12.97608185,27.02917862
SAXON REEF,Flank1,-16.46015454,145.9909091,0.587222472,1,15.45880365,27.06059837
SAXON REEF,Flank2,-16.4679802,145.9845514,0.555558592,1,12.97608185,27.04077816
SAXON REEF,Front,-16.46409873,145.9923553,0.708162129,1,15.45880365,27.06007767
SCOTT REEF,Back,-17.06296149,146.1909565,0.311226331,0.464637681,1.093847752,26.88533688
SCOTT REEF,Flank1,-17.07008505,146.2050328,0.428375371,1,1.27499181,26.9898653
SCOTT REEF,Flank2,-17.07973743,146.1748072,0.320496917,0.631956522,10.41427231,26.82727146
SCOTT REEF,Front,-17.09246981,146.1969779,0.414039865,0.999347826,0.094537482,NA
SECOND SMALL REEF,Back,-12.5867975,143.7910708,0.086369641,0.990909091,11.74267673,27.13387966
SECOND SMALL REEF,Flank1,-12.58071883,143.791108,0.120367259,0.802142857,11.22833443,27.1318779
SECOND SMALL REEF,Flank2,-12.58346083,143.7991715,0.215339631,0.824285714,6.50083828,27.13457394
SECOND SMALL REEF,Front,-12.57681868,143.7983003,0.240443945,0.957,6.50083828,27.15241909
SHELL REEF,Back,-19.059927,148.1773777,0.141294077,0.910625,12.91502428,26.60353756
SHELL REEF,Flank1,-19.05259275,148.1826465,0.298184097,0.978461538,12.91502428,26.60940647
SHELL REEF,Flank2,-19.06179819,148.1839667,0.349614114,0.983888889,12.91502428,26.59377384
SHELL REEF,Front,-19.05436458,148.1916386,0.401993252,1,12.90218306,26.62198734
SHOWERS REEF,Back,-19.48934521,148.8914233,0.146441367,0.407209302,11.88115788,26.18141079
SHOWERS REEF,Flank1,-19.47827867,148.9070134,0.366836555,0.744761905,11.79864073,26.50812149
SHOWERS REEF,Flank2,-19.50662705,148.8911549,0.361104444,0.97,8.877742767,26.19913769
SHOWERS REEF,Front,-19.49570749,148.9084848,0.602029085,0.99475,12.45908165,26.1818924
SHRIMP REEF,Back,-18.9528816,148.0818909,0.165981792,0.64627907,13.24017429,26.51997375
SHRIMP REEF,Flank1,-18.94427372,148.0788835,0.257110581,0.938461538,14.29800797,26.58139324
SHRIMP REEF,Flank2,-18.96584392,148.0761864,0.354968667,0.97,13.9701457,26.60241032
SHRIMP REEF,Front,-18.94886118,148.0892267,0.574554875,1,12.18686771,26.57071304
SIR CHARLES HARDY ISLANDS (1),Back,-11.90680027,143.4665235,0.0809252,0.9325,14.25155354,27.23759079
SIR CHARLES HARDY ISLANDS (1),Flank1,-11.9002179,143.4664911,0.075185727,0.723125,12.64903736,27.25661564
SIR CHARLES HARDY ISLANDS (1),Flank2,-11.9063102,143.473712,0.174312375,0.993333333,14.25155354,27.2396698
SIR CHARLES HARDY ISLANDS (1),Front,-11.90032975,143.4745486,0.23714897,0.988888889,13.48102665,27.25542545
SIR CHARLES HARDY ISLANDS (2),Back,-11.91997483,143.475411,0.055932893,0.988181818,14.70252275,27.24549198
SIR CHARLES HARDY ISLANDS (2),Flank1,-11.91361243,143.4786163,0.110400997,0.860769231,13.86782074,27.2396698
SIR CHARLES HARDY ISLANDS (2),Flank2,-11.9229032,143.4825377,0.106718497,1,15.42035818,27.24549198
SIR CHARLES HARDY ISLANDS (2),Front,-11.91768355,143.4857953,0.21782957,0.997692308,15.42035818,27.2478447
SLATE REEF,Back,-19.67395652,149.9267698,0.421996891,0.983333333,4.920232296,26.26883221
SLATE REEF,Flank1,-19.66385234,149.9174347,0.329696238,0.982666667,9.966340065,25.90047741
SLATE REEF,Flank2,-19.67769722,149.9334965,0.541856319,0.996666667,14.59450102,26.26890755
SLATE REEF,Front,-19.66560188,149.9292079,0.570610523,0.997857143,10.24281788,25.87007332
SMALL LAGOON REEF,Back,-21.8746401,152.512475,0.159956664,0.416590909,5.01222229,24.98659801
SMALL LAGOON REEF,Flank1,-21.86758508,152.5144041,0.29859069,0.677317073,5.01222229,25.6239748
SMALL LAGOON REEF,Flank2,-21.87980517,152.5161352,0.246459037,0.82,10.51083517,25.6169138
SMALL LAGOON REEF,Front,-21.87437698,152.5223172,0.543748617,0.973636364,10.42140961,25.62070656
SNAKE (22088),Back,-22.02791774,152.1592892,0.270176098,0.248,15.25234318,25.50555992
SNAKE (22088),Flank1,-22.02860082,152.1900256,0.651704356,1,13.20717049,25.51959133
SNAKE (22088),Flank2,-22.02779154,152.110363,0.538237169,0.670869565,13.13814545,25.56873131
SNAKE (22088),Front,-22.03480772,152.1475531,0.816680819,1,10.45235729,25.51129055
SOUTH DIRECTION REEF (NORTH),Back,-14.81656534,145.5233161,0.190411039,0.38625,14.10722733,26.88349628
SOUTH DIRECTION REEF (NORTH),Flank1,-14.81671118,145.5265609,0.184323784,0.883571429,14.10722733,26.90713024
SOUTH DIRECTION REEF (NORTH),Flank2,-14.82610047,145.5202096,0.076761628,0.4975,16.4388752,26.89410496
SOUTH DIRECTION REEF (NORTH),Front,-14.83076235,145.5250307,0.297343269,0.991666667,14.4822216,26.89410496
ST CRISPIN REEF,Back,-16.10174091,145.8449385,0.268602178,0.222694805,5.584291935,26.87089348
ST CRISPIN REEF,Flank1,-16.08115726,145.8577882,0.61057888,0.994590164,11.39725828,26.9523325
ST CRISPIN REEF,Flank2,-16.12535585,145.8443546,0.693295956,0.944057971,12.6991272,26.86656189
ST CRISPIN REEF,Front,-16.10597702,145.8603205,0.695788205,0.985701754,12.09024,27.0718441
Stanley Reef,Back,NA,NA,NA,NA,12.44399738,NA
Stanley Reef,Flank1,NA,NA,NA,NA,10.47467279,NA
Stanley Reef,Flank2,NA,NA,NA,NA,13.5118885,NA
Stanley Reef,Front,NA,NA,NA,NA,12.46360111,NA
STANLEY REEF,Back,-19.30209127,148.0874185,0.044478051,0.56,NA,26.5156889
STANLEY REEF,Flank1,-19.27233831,148.1106888,0.159748711,0.41,NA,26.42265987
STANLEY REEF,Flank2,-19.32655358,148.1035667,0.324778438,0.86,NA,26.51037025
STANLEY REEF,Front,-19.29883693,148.1383093,0.431069985,0.83,NA,26.47374916
STARTLE (EAST),Back,-15.20832527,145.5852256,0.223701134,0.28969697,12.92566204,26.81575584
STARTLE (EAST),Flank1,-15.20850044,145.5958012,0.158115614,0.891111111,13.99249887,26.85993099
STARTLE (EAST),Flank2,-15.21304229,145.5809591,0.167650133,0.670967742,11.13843822,26.81575584
STARTLE (EAST),Front,-15.21570301,145.5952048,0.336671978,0.979411765,13.99249887,26.85993099
SWINGER REEF,Back,-15.24178781,145.5312224,0.148829527,0.443333333,11.77540874,26.81295395
SWINGER REEF,Flank1,-15.2413735,145.5378258,0.335788876,0.726,11.77540874,26.82988739
SWINGER REEF,Flank2,-15.24687876,145.5316877,0.165183466,0.7125,11.77540874,26.81295395
SWINGER REEF,Front,-15.24657113,145.5386905,0.211546279,0.763076923,11.77540874,26.82988739
TAYLOR REEF,Back,-17.82801025,146.5642745,NA,0.198595041,9.399239063,26.92756462
TAYLOR REEF,Flank1,-17.81238463,146.5659037,NA,0.586153846,13.62358952,26.90889931
TAYLOR REEF,Flank2,-17.84342843,146.5538346,NA,0.691428571,12.37869644,26.82672596
TAYLOR REEF,Front,-17.82637352,146.5717278,NA,0.996125,9.399239063,26.92756462
TERN REEF(20309),Back,-20.90067844,150.0320179,0.411087424,0.768823529,11.05430651,26.04331017
TERN REEF(20309),Flank1,-20.90861679,150.0403078,0.520181775,0.977142857,11.30473614,26.35167789
TERN REEF(20309),Flank2,-20.90979347,150.0265702,0.252382964,0.515151515,11.30473614,25.98105049
TERN REEF(20309),Front,-20.91838335,150.0346821,0.334935054,0.927916667,13.62226105,26.02566528
THETFORD REEF,Back,-16.80222748,146.1883626,0.301639736,0.55578125,12.68020344,26.9735899
THETFORD REEF,Flank1,-16.80200432,146.1992897,0.663503349,0.9924,14.78948784,27.06390476
THETFORD REEF,Flank2,-16.81121091,146.178017,0.234581962,0.718666667,9.27654171,26.98708344
THETFORD REEF,Front,-16.81399855,146.1896494,0.533048689,0.912941176,15.47489548,27.0508852
TURNER REEF,Back,-21.71246742,152.5459908,0.345276177,0.893170732,5.503316879,25.68274117
TURNER REEF,Flank1,-21.7059637,152.5672451,0.78904745,0.996875,11.23392296,25.66249943
TURNER REEF,Flank2,-21.72829846,152.5497746,0.277077295,0.916595745,9.027028084,25.69389057
TURNER REEF,Front,-21.72510359,152.5699256,0.921487316,0.999333333,4.801661491,25.68405437
Two Islands Reef,Back,NA,NA,NA,NA,14.87415934,NA
Two Islands Reef,Flank1,NA,NA,NA,NA,13.94875336,NA
Two Islands Reef,Flank2,NA,NA,NA,NA,13.6554637,NA
Two Islands Reef,Front,NA,NA,NA,NA,15.35649395,NA
TWO ISLANDS REEF,Back,-15.01979736,145.4341178,0.217124477,NA,NA,26.78694057
TWO ISLANDS REEF,Flank1,-15.01841074,145.4447408,0.211023949,NA,NA,26.78559875
TWO ISLANDS REEF,Flank2,-15.02664719,145.4372264,0.275214702,NA,NA,26.78704834
TWO ISLANDS REEF,Front,-15.02603589,145.448118,0.255301654,NA,NA,26.79198933
TYDEMAN REEF,Back,-13.98293239,144.5011744,0.126530914,0.776,0.000997281,26.940938
TYDEMAN REEF,Flank1,-13.97046045,144.5203701,0.260371216,0.888181818,0.068295073,26.96238804
TYDEMAN REEF,Flank2,-13.99207415,144.5237438,0.239097297,0.805,10.59808826,26.8110218
TYDEMAN REEF,Front,-13.97836016,144.5415936,0.233282581,0.976315789,1.118780911,26.85281658
Upolo Reef,Back,NA,NA,NA,NA,7.183901787,NA
Upolo Reef,Flank1,NA,NA,NA,NA,7.183901787,NA
Upolo Reef,Flank2,NA,NA,NA,NA,11.903337,NA
Upolo Reef,Front,NA,NA,NA,NA,8.841032028,NA
UPOLO REEF,Back,-16.67600361,145.9298712,0.221541986,0.18,NA,26.88130093
UPOLO REEF,Flank1,-16.66920863,145.9392136,0.174799755,0.11,NA,27.0718441
UPOLO REEF,Flank2,-16.68531019,145.9398588,0.279367417,0.42,NA,27.15230083
UPOLO REEF,Front,-16.67620138,145.9496834,0.184006825,0.29,NA,27.0718441
VIPER REEF,Back,-18.87264814,148.14665,0.192181297,0.568333333,13.41546917,26.67489624
VIPER REEF,Flank1,-18.86813522,148.1514642,0.486013636,0.954666667,13.41546917,26.67489624
VIPER REEF,Flank2,-18.87757562,148.1452665,0.295274653,0.961666667,14.45381784,26.67568684
VIPER REEF,Front,-18.87618243,148.1543628,0.51664938,1,14.45381784,26.67489624
VLASOFF REEF,Back,-16.64671033,145.9983287,0.263602465,0.064074074,11.02091169,27.0120573
VLASOFF REEF,Flank1,-16.63995929,146.0074854,0.437993459,0.8075,15.33342457,27.04454899
VLASOFF REEF,Flank2,-16.65700769,145.9892563,0.412078008,0.025,13.32201958,26.92633057
VLASOFF REEF,Front,-16.6535703,146.0030317,0.252345324,0.584883721,12.13251877,27.0120573
WADE REEF,Back,-21.98397999,152.6398268,0.263965301,0.897777778,5.353602409,25.578475
WADE REEF,Flank1,-21.98144287,152.6518171,0.515604794,0.991818182,4.038820267,25.56524086
WADE REEF,Flank2,-21.98935127,152.644374,0.360767946,0.861176471,5.353602409,25.58273792
WADE REEF,Front,-21.98774485,152.656323,0.594486192,1,4.038820267,25.56455803
WANSFELL REEF,Back,-19.49941049,149.1150869,0.127190467,0.874,1.107469916,26.17096329
WANSFELL REEF,Flank1,-19.48131768,149.1161176,0.357711822,0.947,8.563181877,26.34608459
WANSFELL REEF,Flank2,-19.52124609,149.1247807,0.275174193,0.9675,9.052902222,26.16476822
WANSFELL REEF,Front,-19.49819305,149.1233738,0.350379542,0.657142857,1.107469916,26.15538025
WARDLE REEF,Back,-17.44328874,146.5472525,0.360119566,0.786276596,11.30555344,26.95742035
WARDLE REEF,Flank1,-17.44792759,146.5557693,0.74390161,1,14.85555744,27.01183414
WARDLE REEF,Flank2,-17.45382774,146.5228349,0.397994258,0.837083333,8.918841839,26.96946335
WARDLE REEF,Front,-17.45745707,146.5349751,0.426522985,0.994166667,10.43890858,26.96946335
WHEELER REEF,Back,-18.79641293,147.5228392,0.216604859,0.688823529,10.90820026,27.33808422
