Reef,Zone,Latitude,Longitude,median_ubed90,per_suitable,PAR8_median,temp_median
EVENING REEF,Back,-15.90257769,145.6495074,0.272017106,0.7259375,9.290160656,26.83470058
EVENING REEF,Flank1,-15.89646834,145.6686582,0.30301556,0.805,8.57242775,26.93093967
EVENING REEF,Flank2,-15.91004587,145.6588511,0.28766565,0.869210526,9.85086441,26.85419083
EVENING REEF,Front,-15.90367594,145.6752245,0.533279106,1,8.57242775,26.91785049
EYE REEF,Back,-14.89588374,145.4753017,0.137974553,0.515454545,13.88694382,26.8279562
EYE REEF,Flank1,-14.88849145,145.4782262,0.075810336,0.441666667,12.66922855,26.83529186
EYE REEF,Flank2,-14.9003803,145.4804661,0.225359663,0.893333333,13.3915844,26.8279562
EYE REEF,Front,-14.89362118,145.4813864,0.459398508,0.554,12.07332325,26.83277225
EYRIE REEF,Back,-14.71381657,145.3695209,0.116774168,0.423492063,0.224623777,26.7704649
EYRIE REEF,Flank1,-14.69150216,145.379136,0.123576842,0.50925,3.947621942,26.78559875
EYRIE REEF,Flank2,-14.73153391,145.3709609,0.210304633,0.581,8.571835518,26.78112602
EYRIE REEF,Front,-14.71051124,145.3916614,0.384164259,0.652592593,0.11272496,NA
FAIRFAX ISLANDS REEF,Back,-23.85787229,152.3644592,0.2764946,0.4375,8.255174637,24.22139454
FAIRFAX ISLANDS REEF,Flank1,-23.84917411,152.3786808,0.573845744,0.985862069,7.549482584,NA
FAIRFAX ISLANDS REEF,Flank2,-23.8681345,152.3594397,0.329038143,0.852727273,10.17434406,24.24838829
FAIRFAX ISLANDS REEF,Front,-23.86208911,152.3773118,0.610202238,0.999,8.255174637,24.18908596
FAITH REEF,Back,-19.27681753,148.3464555,0.204782665,0.506170213,10.97558689,26.48578739
FAITH REEF,Flank1,-19.27092911,148.3552045,0.360426188,0.915,14.9303875,26.43334961
FAITH REEF,Flank2,-19.28829599,148.3469706,0.294077232,0.994285714,13.01751995,26.49164963
FAITH REEF,Front,-19.2835237,148.3565905,0.613052845,1,14.98192692,26.49679852
Fantome Island,Back,NA,NA,NA,NA,11.0419879,NA
Fantome Island,Flank1,NA,NA,NA,NA,9.718135357,NA
Fantome Island,Flank2,NA,NA,NA,NA,NA,NA
Fantome Island,Front,NA,NA,NA,NA,NA,NA
FANTOME ISLAND,Back,-18.67930638,146.506579,0.141894452,NA,NA,26.82235718
FANTOME ISLAND,Flank1,-18.65883334,146.5108455,0.301255882,NA,NA,27.05946541
FANTOME ISLAND,Flank2,-18.70740511,146.511831,0.209209412,NA,NA,26.94268703
FANTOME ISLAND,Front,-18.6874205,146.5259469,0.261825725,NA,NA,27.0718441
FARQUHARSON REEF (NO 1),Back,-17.79374325,146.5057408,NA,0.198256881,12.01652527,26.80666828
FARQUHARSON REEF (NO 1),Flank1,-17.78179428,146.5257168,NA,0.347391304,10.05043125,26.91948986
FARQUHARSON REEF (NO 1),Flank2,-17.80831748,146.498927,NA,0.369302326,10.6899271,26.86027336
FARQUHARSON REEF (NO 1),Front,-17.79420565,146.5267941,NA,0.874603175,11.1419611,26.88779068
FEATHER REEF,Back,-17.53367614,146.3853352,0.295581639,0.278877551,6.730475426,27.0718441
FEATHER REEF,Flank1,-17.52060544,146.3878768,0.349949814,0.33,13.84585619,26.97150612
FEATHER REEF,Flank2,-17.54865735,146.3762493,0.284826152,0.597142857,10.23521328,26.80438519
FEATHER REEF,Front,-17.53893428,146.3930707,0.403287277,0.980277778,3.630539894,26.95290661
FITZROY ISLAND REEF,Back,-16.92848553,145.9886842,0.147673376,NA,NA,26.85295582
FITZROY ISLAND REEF,Flank1,-16.92286215,145.999112,0.227063052,NA,13.56909275,26.84158993
FITZROY ISLAND REEF,Flank2,-16.93888004,145.984215,0.289888836,NA,13.73176098,26.9167757
FITZROY ISLAND REEF,Front,-16.93376907,146.0000927,0.404043362,NA,15.27011013,27.0718441
FLORA REEF,Back,-17.18067007,146.2883863,0.242144596,0.162244898,10.55267286,26.95184708
FLORA REEF,Flank1,-17.16847165,146.3021866,0.458233401,0.933333333,12.05167103,27.06546974
FLORA REEF,Flank2,-17.20049335,146.2894915,0.264653914,0.866842105,13.03985214,26.8582859
FLORA REEF,Front,-17.18746107,146.3027457,0.353867114,0.960833333,7.403150082,27.03593826
FLY REEF,Back,-14.50217422,145.1525621,0.266348146,0.537142857,9.035422325,26.79031181
FLY REEF,Flank1,-14.50386805,145.1598416,0.3113425,0.871666667,11.08067656,26.78278255
FLY REEF,Flank2,-14.50547784,145.1510286,0.120307088,1,9.035422325,26.79031181
FLY REEF,Front,-14.51026764,145.1604617,0.289945461,0.907307692,11.08067656,26.79633427
FLYNN REEF,Back,-16.73567631,146.2636713,0.259234726,0.966666667,12.0834837,27.0486002
FLYNN REEF,Flank1,-16.72929381,146.2685033,0.289526522,0.804375,16.32291889,27.04764843
FLYNN REEF,Flank2,-16.73870884,146.2670825,0.640705571,0.96,12.0834837,27.05069351
FLYNN REEF,Front,-16.73285268,146.2755346,0.729859829,1,1.559395015,27.05608368
FORE AND AFT REEF,Back,-18.48832941,147.0476705,0.351898938,0.552272727,11.66898108,26.79013538
FORE AND AFT REEF,Flank1,-18.49351722,147.0469571,0.35881485,0.915111111,9.850838661,26.79013538
FORE AND AFT REEF,Flank2,-18.50371849,147.0331599,0.283630036,0.313846154,12.84823608,26.65896225
FORE AND AFT REEF,Front,-18.50598496,147.0356659,0.569983885,0.998,12.84823608,26.69270611
FORK REEF,Back,-18.60968155,147.5675425,0.242831118,0.775172414,12.57074928,26.67159748
FORK REEF,Flank1,-18.61188755,147.5774634,0.711356521,0.998333333,12.54634571,26.68293858
FORK REEF,Flank2,-18.6218052,147.5620507,0.298460916,0.7325,12.82870388,26.8478651
FORK REEF,Front,-18.62339413,147.5693656,0.442041025,0.996875,8.083260059,26.67297554
FORRESTER REEF,Back,-15.15466439,145.495351,0.19338914,0.664130435,12.81566525,26.76473522
FORRESTER REEF,Flank1,-15.15996067,145.5137192,0.386006966,0.643529412,0.356178433,26.84863949
FORRESTER REEF,Flank2,-15.16956199,145.4785706,0.163280763,0.604888889,0.515036225,26.75726604
FORRESTER REEF,Front,-15.1807699,145.4981629,0.280513465,0.83787234,0.720194727,26.7992487
GANNETT CAY REEF,Back,-21.98031421,152.4728256,0.194494929,0.625454545,9.25300312,25.60694408
GANNETT CAY REEF,Flank1,-21.98117877,152.4817448,0.431029037,0.988421053,9.768795967,25.60511875
GANNETT CAY REEF,Flank2,-21.98524635,152.4722403,0.188761603,0.985,9.25300312,25.61048889
GANNETT CAY REEF,Front,-21.98637439,152.4776283,0.200015858,1,9.25300312,25.61048889
GILBEY REEF,Back,-17.57723881,146.5824456,0.262101151,0.588648649,11.87341785,26.95299816
GILBEY REEF,Flank1,-17.57017128,146.5872517,0.564524502,0.9985,14.11495209,26.94707012
GILBEY REEF,Flank2,-17.58795118,146.5734347,0.297855921,0.752,11.81086683,26.97813988
GILBEY REEF,Front,-17.58583641,146.5884039,0.587663397,1,12.8567276,26.96669102
GREEN ISLAND REEF,Back,-16.75311493,145.9681215,0.250369623,0.399411765,11.69189024,26.8173027
GREEN ISLAND REEF,Flank1,-16.75657934,145.985632,0.297740459,0.35775,12.5041666,27.0718441
GREEN ISLAND REEF,Flank2,-16.76754435,145.972934,0.300260365,0.77,0.582363248,26.81721306
GREEN ISLAND REEF,Front,-16.77054911,145.9913538,0.460570395,0.889746835,12.8426981,27.0718441
GRUB REEF(18077),Back,-18.63485021,147.4224559,0.236964166,0.417352941,11.44219398,26.65083218
GRUB REEF(18077),Flank1,-18.62137059,147.4340272,0.239049569,0.753,12.68570995,26.62713051
GRUB REEF(18077),Flank2,-18.646451,147.4242008,0.314768016,1,13.71566486,26.7161274
GRUB REEF(18077),Front,-18.63050757,147.4380864,0.611582547,0.998695652,15.236516,26.65373135
HARDY REEF,Back,-19.74101173,149.1860641,0.14768821,0.816984127,5.126611948,26.30144691
HARDY REEF,Flank1,-19.73555688,149.2260676,0.397701144,0.928850575,7.799843788,26.7959671
HARDY REEF,Flank2,-19.77690989,149.2308203,0.217825864,0.796181818,7.764996529,26.3090601
HARDY REEF,Front,-19.7802319,149.27142,0.554290801,0.990508475,7.679042101,26.47184372
HARRIER REEF,Back,-15.13426356,145.6918792,0.218699034,0.876,15.57628441,26.93409634
HARRIER REEF,Flank1,-15.13337421,145.697692,0.316401102,0.886923077,15.57628441,26.93409634
HARRIER REEF,Flank2,-15.13853598,145.6876997,0.24469896,0.834,15.72185516,26.93166447
HARRIER REEF,Front,-15.13831906,145.6931442,0.413168408,1,15.72185516,26.93409634
HASTINGS REEF,Back,-16.51693227,146.0098491,0.262506649,0.348723404,9.888154984,26.95936775
HASTINGS REEF,Flank1,-16.50019301,146.0159498,0.411004648,0.802105263,11.91888285,26.98202896
HASTINGS REEF,Flank2,-16.53065535,145.9945753,0.349532172,0.941034483,13.20353794,26.97969055
HASTINGS REEF,Front,-16.51624195,146.0205564,0.522189319,0.981376147,10.72610474,26.90830231
HAVANNAH REEF,Back,-18.8334354,146.5325162,0.234190997,NA,11.43074226,27.15790462
HAVANNAH REEF,Flank1,-18.83600211,146.5448906,0.459170669,NA,9.791070938,27.0718441
HAVANNAH REEF,Flank2,-18.84315347,146.5372551,0.252160892,NA,1.112855315,27.1437645
HAVANNAH REEF,Front,-18.84672797,146.5499922,0.512276411,NA,11.30564499,27.0718441
HAYMAN ISLAND REEF,Back,-20.06039112,148.8772091,0.139333002,NA,NA,26.3339138
HAYMAN ISLAND REEF,Flank1,-20.05703317,148.900186,0.480849758,NA,9.10175705,26.33671665
HAYMAN ISLAND REEF,Flank2,-20.06823939,148.8890514,0.036417935,NA,5.794084311,26.29915619
HAYMAN ISLAND REEF,Front,-20.06792801,148.9001258,0.225209646,NA,9.649089813,26.29984951
HEDGE REEF,Flank1,-13.80117634,144.0085218,0.198508419,0.779672131,5.105200768,26.97753429
HEDLEY REEF,Back,-17.23709705,146.4705552,0.31114091,0.534719101,8.452297211,26.93208981
HEDLEY REEF,Flank1,-17.21807619,146.4752743,0.600098193,0.995,16.86558819,27.03033733
HEDLEY REEF,Flank2,-17.25422421,146.4595903,0.379341975,0.8,12.97235394,26.97162056
HEDLEY REEF,Front,-17.24141008,146.4734362,0.615326345,0.964404762,9.499117851,26.93997574
HELIX REEF,Back,-18.62556538,147.2947014,0.365028121,0.971428571,17.27143288,26.88447475
HELIX REEF,Flank1,-18.62080724,147.2949102,0.343328729,1,15.00835419,26.44608974
HELIX REEF,Flank2,-18.62678839,147.298792,0.48038508,1,17.27143288,26.88447475
HELIX REEF,Front,-18.62131794,147.2987448,0.442183778,0.9975,15.00835419,26.88447475
HELSDON REEF,Back,-14.93742539,145.4886612,0.154749535,0.416190476,12.14430618,26.75951481
HELSDON REEF,Flank1,-14.93815341,145.5004931,0.41667629,0.660344828,8.492177963,26.83644485
HELSDON REEF,Flank2,-14.9506171,145.4835436,0.168149505,0.463584906,4.335553646,26.76675224
HELSDON REEF,Front,-14.95459836,145.5000762,0.368345022,0.93725,0.011157662,26.81579781
HOLBOURNE ISLAND REEF,Back,-19.72868668,148.3555493,0.272378877,NA,14.25780582,26.4981575
HOLBOURNE ISLAND REEF,Flank1,-19.72512656,148.3599391,0.259948403,NA,14.25780582,26.4981575
HOLBOURNE ISLAND REEF,Flank2,-19.7331523,148.3641916,0.461053208,NA,13.55999327,26.5553484
HOLBOURNE ISLAND REEF,Front,-19.73043862,148.3650272,0.50339973,NA,13.88525963,26.4981575
HOPE REEF(19046),Back,-19.32141738,148.4305638,0.146702915,0.330714286,6.731936216,26.42010689
HOPE REEF(19046),Flank1,-19.31530243,148.4386683,0.319635369,0.631428571,11.41200256,26.38904667
HOPE REEF(19046),Flank2,-19.33031427,148.4301381,0.164713427,0.75,6.552293777,26.42296124
HOPE REEF(19046),Front,-19.32687828,148.44095,0.568436444,1,11.2655611,26.41371918
HORSESHOE,Back,-22.03718281,152.600606,0.208748922,0.195093168,7.866784811,25.55438614
HORSESHOE,Flank1,-22.02580676,152.6127487,0.42276907,0.895384615,6.744281054,25.56050491
HORSESHOE,Flank2,-22.05122115,152.573169,0.27683232,0.777674419,7.310380697,25.52953625
HORSESHOE,Front,-22.04690078,152.5971643,0.34901461,0.980784314,7.4449687,25.54366398
HOSKYN ISLANDS REEF,Back,-23.80198253,152.2900573,0.276969276,0.815714286,12.59011078,24.29155064
HOSKYN ISLANDS REEF,Flank1,-23.79848874,152.3035639,0.713403195,1,10.95768261,24.28546715
HOSKYN ISLANDS REEF,Flank2,-23.81138757,152.2845598,0.349619091,0.912631579,9.447362423,24.34712124
HOSKYN ISLANDS REEF,Front,-23.80924674,152.3000851,0.574693292,1,6.463750362,24.28862667
Houghton Reef,Back,NA,NA,NA,NA,13.50768375,NA
Houghton Reef,Flank1,NA,NA,NA,NA,13.50768375,NA
Houghton Reef,Flank2,NA,NA,NA,NA,11.24385166,NA
Houghton Reef,Front,NA,NA,NA,NA,13.50768375,NA
HOUGHTON REEF,Back,-14.52135933,144.9736802,NA,NA,NA,26.76291275
HOUGHTON REEF,Flank1,-14.52342688,144.9820115,NA,NA,NA,26.8011055
HOUGHTON REEF,Flank2,-14.52358039,144.9658098,NA,NA,NA,26.79495907
HOUGHTON REEF,Front,-14.52767782,144.9731046,NA,NA,NA,26.81738758
HYDE REEF,Back,-19.75349224,150.0758231,0.249311462,0.865,5.939939499,25.8786335
HYDE REEF,Flank1,-19.74234391,150.0875159,0.501472332,1,5.299415827,25.87032223
HYDE REEF,Flank2,-19.7691559,150.0852695,0.47667855,0.981071429,4.753724098,25.85605621
HYDE REEF,Front,-19.75726883,150.0987426,0.644909978,0.999444444,2.136775017,25.84143448
IRENE REEF,Back,-15.64759701,145.7200941,0.224255301,0.765416667,12.18264389,26.82803631
IRENE REEF,Flank1,-15.63575029,145.7226452,0.184797175,1,12.18647671,26.87665367
IRENE REEF,Flank2,-15.65679987,145.7191142,0.503351063,0.993703704,16.00520897,26.88046741
IRENE REEF,Front,-15.64359884,145.7297375,0.569752142,0.939756098,14.56556225,26.87895012
JACQUELINE REEF,Back,-19.21665393,148.905172,0.297584981,0.964631579,15.67314148,26.2776947
JACQUELINE REEF,Flank1,-19.19812234,148.9089426,0.487072915,0.997777778,13.23920822,26.29738998
JACQUELINE REEF,Flank2,-19.22577044,148.8962186,0.231745467,0.917727273,14.83282185,26.28109646
JACQUELINE REEF,Front,-19.21846805,148.9093276,0.56835568,1,13.82755566,26.28755856
JAGUAR REEF,Back,-18.97503919,148.4253298,0.253042933,0.7385,13.06135273,26.6857729
JAGUAR REEF,Flank1,-18.96752821,148.4229856,0.352993637,1,16.54357338,26.76574326
JAGUAR REEF,Flank2,-18.98161425,148.426493,0.233748011,0.747857143,15.01490116,26.80243778
JAGUAR REEF,Front,-18.97672512,148.4324569,0.53571327,1,14.54620075,26.6857729
JENKINS REEF,Back,-21.95416074,152.5928798,0.311129332,0.910909091,7.281711578,25.72421837
JENKINS REEF,Flank1,-21.94796221,152.6077725,0.43524918,0.9905,10.68573761,25.54924583
JENKINS REEF,Flank2,-21.95980825,152.5967675,0.274729103,0.9784375,11.56052732,25.55929184
JENKINS REEF,Front,-21.95369992,152.6131976,0.579029158,1,7.401373863,25.53931427
JOHN BREWER REEF,Back,-18.62053086,147.0494995,0.217309877,0.775308642,12.39155579,26.78564835
JOHN BREWER REEF,Flank1,-18.61765589,147.0783444,0.51928246,0.985333333,8.479596138,26.81320286
JOHN BREWER REEF,Flank2,-18.64046589,147.0333343,0.233952209,0.805555556,11.47315788,26.6522274
JOHN BREWER REEF,Front,-18.63948101,147.0643563,0.502772853,0.980617284,13.13132811,26.71969318
KANGAROO REEF (WEST),Back,-19.2608992,148.5474831,0.163637366,0.205625,7.613567352,26.23641777
KANGAROO REEF (WEST),Flank1,-19.25349046,148.5535961,0.226750761,0.496666667,7.045401096,26.2371254
KANGAROO REEF (WEST),Flank2,-19.26576027,148.54459,0.255167529,0.784285714,7.613567352,26.23223019
KANGAROO REEF (WEST),Front,-19.26109912,148.5560566,0.363960654,0.862857143,0.217805631,26.23641777
KAY REEF,Back,-12.21791941,143.2640661,0.059041861,NA,11.08538437,27.20039845
KAY REEF,Flank1,-12.22212715,143.2854612,0.173455887,NA,0.032125348,27.34737778
KAY REEF,Flank2,-12.23646798,143.2801945,0.034822103,NA,0.06758745,NA
KAY REEF,Front,-12.23736499,143.3047951,0.262819752,NA,0.632298589,27.34144402
KELSO REEF,Back,-18.43410478,146.9953436,0.205790646,0.341976744,12.61117744,26.64796925
KELSO REEF,Flank1,-18.4209,146.9898068,0.353047803,0.977741935,11.97814178,26.74171448
KELSO REEF,Flank2,-18.44777312,146.9984888,0.21023792,0.899117647,15.1284132,26.74512005
KELSO REEF,Front,-18.43237373,147.0026768,0.461964309,0.994186047,12.61117744,26.68715
KNIFE REEF,Back,-18.58000857,147.5728945,0.242862586,0.828108108,15.02057362,26.67928219
KNIFE REEF,Flank1,-18.57231664,147.5778508,0.363389492,1,15.75943518,26.6848402
KNIFE REEF,Flank2,-18.5887394,147.5686039,0.335290104,0.959285714,14.6768837,26.65640545
KNIFE REEF,Front,-18.58304824,147.5790277,0.751461819,1,10.13290644,26.65396881
LADY MUSGRAVE REEF,Back,-23.89566002,152.4011108,0.27323924,0.812615385,7.546610117,24.19871521
LADY MUSGRAVE REEF,Flank1,-23.88876988,152.4261641,0.661286652,1,4.794599533,24.22328854
LADY MUSGRAVE REEF,Flank2,-23.91311718,152.3871053,0.369076669,0.821153846,8.611804008,24.24175072
LADY MUSGRAVE REEF,Front,-23.91244678,152.4164306,0.65353547,1,3.530766964,27.0718441
LAGOON REEF,Back,-12.37941934,143.7566155,0.132379003,0.918793103,12.55331469,27.11738873
LAGOON REEF,Flank1,-12.37705259,143.7747986,0.255745754,0.989642857,10.79434776,27.17842293
LAGOON REEF,Flank2,-12.39716011,143.7564469,0.25108828,0.877894737,8.477655411,27.117486
LAGOON REEF,Front,-12.3909678,143.7785713,0.528370976,1,11.10745144,27.17028046
LANGFORD-BIRD REEF,Back,-20.08448716,148.8728289,0.148282178,NA,8.42472744,26.23314095
LANGFORD-BIRD REEF,Flank1,-20.08236326,148.8794243,0.099310368,NA,11.28224802,26.23314095
LANGFORD-BIRD REEF,Flank2,-20.09327918,148.8722559,0.217719831,NA,8.42472744,26.23071957
LANGFORD-BIRD REEF,Front,-20.09288995,148.8815394,0.182142992,NA,12.88503742,26.23071957
LENA REEF,Back,-15.64864083,145.8087647,0.256285846,0.75893617,11.94899273,26.95259953
LENA REEF,Flank1,-15.62929919,145.8137323,0.422964253,0.946666667,13.73524094,26.93802166
LENA REEF,Flank2,-15.66569926,145.8092762,0.531087235,1,13.38062096,26.98986816
LENA REEF,Front,-15.64700639,145.8158344,0.647385165,1,16.28454399,26.94695663
LINNET REEF,Back,-14.78390475,145.3363872,0.172383964,NA,0.368325517,26.76308632
LINNET REEF,Flank1,-14.78049089,145.3482509,0.07723859,NA,11.65041542,27.0718441
LINNET REEF,Flank2,-14.79497015,145.3409909,0.278937966,NA,11.4111681,27.00969696
LINNET REEF,Front,-14.79161309,145.3509936,0.386874549,NA,11.46043491,26.8263483
Little Broadhurst Reef,Back,NA,NA,NA,NA,14.08712101,NA
Little Broadhurst Reef,Flank1,NA,NA,NA,NA,14.37431335,NA
Little Broadhurst Reef,Flank2,NA,NA,NA,NA,14.23118782,NA
Little Broadhurst Reef,Front,NA,NA,NA,NA,11.66835594,NA
LITTLE KELSO REEF,Back,-18.46473533,146.9931513,0.229840823,0.255,7.943917036,26.80856991
LITTLE KELSO REEF,Flank1,-18.46474911,147.0040176,0.358195536,0.9865,9.909020901,26.81606865
LITTLE KELSO REEF,Flank2,-18.47434113,146.9869289,0.150274314,0.723684211,12.72148705,26.78812981
LITTLE KELSO REEF,Front,-18.47575078,146.9963931,0.21758315,0.9756,4.795393229,26.78812981
LIZARD ISLAND,Back,-14.67012069,145.4449432,0.101979876,0.530479042,13.2298069,26.87339497
LIZARD ISLAND,Flank1,-14.65718042,145.4679873,0.183278784,0.930350877,NA,26.90920067
LIZARD ISLAND,Flank2,-14.69638723,145.4456517,0.155921422,0.873170732,15.90224791,26.7617178
LIZARD ISLAND,Front,-14.69038721,145.4679973,0.32803607,0.949375,8.781187057,26.84929657
LOG REEF (SOUTH),Back,-12.68105277,143.8431183,0.105995946,0.361428571,12.43397331,27.15954971
LOG REEF (SOUTH),Flank1,-12.6594564,143.8381472,0.189117994,0.82,10.06558418,27.15461445
LOG REEF (SOUTH),Flank2,-12.69949117,143.8364772,0.304713801,0.949245283,12.05120754,27.18713665
LOG REEF (SOUTH),Front,-12.67834868,143.8558521,0.474107102,0.985,13.14919233,27.2138319
LOW ISLANDS REEF,Back,-16.38228749,145.5635667,0.159448981,NA,13.10260582,26.79824924
LOW ISLANDS REEF,Flank1,-16.38481892,145.5709407,0.495904081,NA,13.10260582,26.80687714
LOW ISLANDS REEF,Flank2,-16.38784525,145.5582099,0.353280813,NA,11.20998096,26.85400677
LOW ISLANDS REEF,Front,-16.39345662,145.5686813,0.548156351,NA,12.07499599,26.84582615
Lynchs Reef,Back,NA,NA,NA,NA,14.50846338,NA
Lynchs Reef,Flank1,NA,NA,NA,NA,12.93265963,NA
Lynchs Reef,Flank2,NA,NA,NA,NA,12.92984104,NA
Lynchs Reef,Front,NA,NA,NA,NA,14.29815149,NA
LYNCHS REEF,Back,-18.795742,147.6889206,0.156128429,0.74,NA,26.69186974
LYNCHS REEF,Flank1,-18.73470763,147.7272837,0.307341143,0.88,NA,26.65856266
LYNCHS REEF,Flank2,-18.81016703,147.7229264,0.479492933,0.76,NA,26.80570793
LYNCHS REEF,Front,-18.79186561,147.7335614,0.264456481,1,NA,26.67327881
MACGILLIVRAY REEF,Back,-14.65049767,145.4886181,NA,0.787058824,13.45675659,26.81905842
MACGILLIVRAY REEF,Flank1,-14.65046711,145.4935705,NA,0.964,14.39874172,26.88184738
MACGILLIVRAY REEF,Flank2,-14.65586933,145.4918579,0.244033158,1,14.39874172,26.81905842
MACGILLIVRAY REEF,Front,-14.65561487,145.4956522,0.317091674,0.985,14.39874172,26.88184738
MACKAY REEF,Back,-16.04313365,145.6467666,0.265867427,0.563809524,14.00375414,26.94159031
MACKAY REEF,Flank1,-16.03939531,145.6536491,0.442900062,0.968,15.12914991,26.95243168
MACKAY REEF,Flank2,-16.04960571,145.641356,0.293716803,0.733636364,12.63212776,26.93472481
MACKAY REEF,Front,-16.04724938,145.6493476,0.363605447,0.885714286,14.00375414,26.9390173
MACKAY REEFS,Back,-15.14831046,145.5868449,0.177898943,0.292222222,9.568310261,26.83450222
MACKAY REEFS,Flank1,-15.13966153,145.5941207,0.173796833,0.343333333,13.08025074,26.85795212
MACKAY REEFS,Flank2,-15.16112883,145.5690739,0.269852404,0.538888889,13.49964428,26.81444931
MACKAY REEFS,Front,-15.15872541,145.5860777,0.3473382,0.68475,12.8031435,26.82913494
MANTIS REEF,Back,-12.32496737,143.8597959,0.134576589,0.367358491,5.747810841,27.20184803
MANTIS REEF,Flank1,-12.31321034,143.8745468,0.130791403,0.375116279,6.838142872,27.20726299
MANTIS REEF,Flank2,-12.32745908,143.8541177,0.147336915,0.8228,7.978987694,27.22874355
MANTIS REEF,Front,-12.34291739,143.8643614,0.25844945,0.948780488,7.640105724,27.21675301
MARTIN REEF(14123),Back,-14.76318032,145.3404087,0.064079881,NA,9.949769974,26.88519478
MARTIN REEF(14123),Flank1,-14.75355965,145.3510638,0.143432565,NA,0.105390593,NA
MARTIN REEF(14123),Flank2,-14.77860926,145.358902,0.350241654,NA,6.319350958,26.90599918
MARTIN REEF(14123),Front,-14.76626936,145.3725758,0.360308141,NA,0.360816061,27.0718441
MARX REEF,Back,-15.19624548,145.6128442,0.295376211,0.855882353,16.6153183,26.93603325
MARX REEF,Flank1,-15.19562926,145.6236729,0.39520213,0.600625,14.30210972,26.94781876
MARX REEF,Flank2,-15.20054489,145.6190265,0.216540415,0.990833333,14.27774048,26.93603325
MARX REEF,Front,-15.19993695,145.6281393,0.321689993,1,17.0123682,26.94908524
MAST HEAD REEF,Back,-23.53319236,151.7316371,0.411310583,0.586444444,0.082601473,27.0718441
MAST HEAD REEF,Flank1,-23.53908998,151.761352,0.563496962,0.876470588,2.143214822,24.91715813
MAST HEAD REEF,Flank2,-23.54418734,151.725065,0.401904084,0.861481481,9.832722664,24.94635677
MAST HEAD REEF,Front,-23.54933818,151.7537089,0.465291113,1,2.657848835,25.96671104
MCCULLOCH,Back,-17.28736126,146.4371616,0.353364989,0.525645161,12.95330429,27.10614491
MCCULLOCH,Flank1,-17.29200085,146.4657245,0.388049699,0.508571429,13.81412125,26.95162964
MCCULLOCH,Flank2,-17.29499175,146.4315865,0.434936859,0.672474227,13.32882214,26.91464806
MCCULLOCH,Front,-17.29691609,146.46782,0.603446126,0.935913978,13.81412125,26.94685173
MCSWEENEY REEF,Back,-11.01937531,143.2411667,0.153030757,0.612222222,13.71973705,27.3937664
MCSWEENEY REEF,Flank1,-11.02213706,143.2536231,0.238086239,0.47173913,2.301939011,27.39127064
MCSWEENEY REEF,Flank2,-11.02828334,143.2444312,0.240738746,0.681363636,6.689685822,27.38872051
MCSWEENEY REEF,Front,-11.03023668,143.258543,0.32607878,0.842777778,2.301939011,27.3865881
MICHAELMAS REEF,Back,-16.58423546,146.0130042,0.255543642,0.116270492,5.728658199,26.9495163
MICHAELMAS REEF,Flank1,-16.55326302,146.053248,0.568503767,0.9690625,11.49304867,27.00889397
MICHAELMAS REEF,Flank2,-16.61152046,145.9796339,0.202073313,0.883823529,9.903979301,26.92742538
MICHAELMAS REEF,Front,-16.58746977,146.0330115,0.492912754,0.954558824,5.437880039,26.96738148
MIDDLE BANKS (2),Back,-11.7630159,143.6501252,0.128614426,0.99,13.80629826,27.23614979
MIDDLE BANKS (2),Flank1,-11.76175285,143.6532785,0.188431405,1,13.80629826,27.17265511
MIDDLE BANKS (2),Flank2,-11.76636766,143.6512452,0.067354895,0.98375,13.80629826,27.17325497
MIDDLE BANKS (2),Front,-11.76438365,143.6541788,0.428374156,0.9525,13.80629826,27.18056107
MIDDLE BANKS B (3),Back,-11.77157403,143.6546615,0.114843253,0.932142857,14.60358334,27.17981625
MIDDLE BANKS B (3),Flank1,-11.76843949,143.6591683,0.313718095,0.965,13.04611111,27.18056107
MIDDLE BANKS B (3),Flank2,-11.77452196,143.6571313,0.13114051,1,12.6528945,27.17981625
MIDDLE BANKS B (3),Front,-11.77130932,143.6603273,0.430484265,1,12.6528945,27.17981625
MONSOON REEF,Back,-11.12890355,143.2532776,0.124882989,0.710769231,9.373531342,27.39788342
MONSOON REEF,Flank1,-11.128712,143.2637297,0.208234627,0.626857143,0.143212795,27.38801384
MONSOON REEF,Flank2,-11.13475258,143.2570473,0.149803996,0.693846154,9.373531342,27.3959589
MONSOON REEF,Front,-11.13717153,143.266883,0.221752033,0.804375,13.06725979,27.38801384
MOORE REEF,Back,-16.8712485,146.2307155,0.315918565,0.219211823,7.63785553,27.08729267
MOORE REEF,Flank1,-16.84779361,146.2303534,0.303152904,0.920909091,11.18541813,27.10725784
MOORE REEF,Flank2,-16.88858518,146.2150446,0.259808458,0.672727273,12.24310112,26.99014664
MOORE REEF,Front,-16.87060774,146.2414882,0.465974823,0.929769231,4.12590313,27.0718441
MORNING REEF,Back,-15.95846,145.6856338,0.22413253,0.89125,15.79572201,26.95569801
MORNING REEF,Flank1,-15.95558289,145.6907274,0.23915739,0.948333333,14.83801985,26.97455215
MORNING REEF,Flank2,-15.96109903,145.6898213,0.33155854,0.998666667,15.35054588,26.95569801
MORNING REEF,Front,-15.9571358,145.6969955,0.510682672,1,14.83801985,26.97455215
